behavior_id,user_id,product_id,categoryId,behavior_type,create_time,date,year,month,day,hour
39,1,79715,2355072,pv,1512064350,2017-11-30,2017,11,30,18
55,100,4572582,2188684,pv,1511550516,2017-11-24,2017,11,24,20
56,100,2971043,4869428,pv,1511550600,2017-11-24,2017,11,24,20
57,100,2379198,4869428,pv,1511550806,2017-11-24,2017,11,24,20
58,100,2971043,4869428,pv,1511550885,2017-11-24,2017,11,24,20
59,100,1220136,4869428,pv,1511550908,2017-11-24,2017,11,24,20
60,100,2518420,3425094,pv,1511551443,2017-11-24,2017,11,24,20
61,100,3763048,3425094,pv,1511551450,2017-11-24,2017,11,24,20
62,100,2518420,3425094,pv,1511551495,2017-11-24,2017,11,24,20
63,100,1953042,3425094,pv,1511551619,2017-11-24,2017,11,24,20
64,100,3763048,3425094,fav,1511551860,2017-11-24,2017,11,24,20
65,100,5100093,2945933,pv,1511552352,2017-11-24,2017,11,24,20
66,100,704268,223690,pv,1511563606,2017-11-24,2017,11,24,23
67,100,4115850,223690,fav,1511563834,2017-11-24,2017,11,24,23
68,100,2379198,4869428,pv,1511564961,2017-11-25,2017,11,25,0
69,100,2971043,4869428,fav,1511565222,2017-11-25,2017,11,25,0
70,100,1803559,1813868,pv,1511576533,2017-11-25,2017,11,25,3
71,100,1603476,2951233,buy,1511579908,2017-11-25,2017,11,25,4
72,100,3621238,1521931,pv,1511582166,2017-11-25,2017,11,25,4
73,100,2971043,4869428,buy,1511617549,2017-11-25,2017,11,25,14
74,100,2337874,1194311,pv,1511680485,2017-11-26,2017,11,26,8
75,100,4182583,1258177,pv,1511680521,2017-11-26,2017,11,26,8
76,100,2758020,2429887,pv,1511683649,2017-11-26,2017,11,26,9
77,100,4919803,2881542,pv,1511684032,2017-11-26,2017,11,26,9
78,100,3839112,2881542,pv,1511684109,2017-11-26,2017,11,26,9
79,100,4848310,2881542,pv,1511684220,2017-11-26,2017,11,26,9
80,100,3245421,2881542,pv,1511684245,2017-11-26,2017,11,26,9
81,100,2434962,3897386,pv,1511690835,2017-11-26,2017,11,26,11
82,100,3486895,4302328,pv,1511702025,2017-11-26,2017,11,26,14
83,100,3245421,2881542,pv,1511704155,2017-11-26,2017,11,26,14
84,100,3222578,2429887,pv,1511739395,2017-11-27,2017,11,27,0
85,100,2758020,2429887,pv,1511739402,2017-11-27,2017,11,27,0
86,100,2158340,2429887,pv,1511742127,2017-11-27,2017,11,27,1
87,100,2337874,1194311,pv,1511742199,2017-11-27,2017,11,27,1
88,100,3245421,2881542,fav,1511742273,2017-11-27,2017,11,27,1
89,100,2758020,2429887,pv,1511742275,2017-11-27,2017,11,27,1
90,100,3245421,2881542,pv,1511742513,2017-11-27,2017,11,27,1
91,100,2752250,2429887,pv,1511742799,2017-11-27,2017,11,27,1
92,100,2158340,2429887,fav,1511742875,2017-11-27,2017,11,27,1
93,100,598929,2429887,pv,1511742899,2017-11-27,2017,11,27,1
94,100,4182583,1258177,pv,1511745391,2017-11-27,2017,11,27,2
95,100,1819306,1194311,pv,1511745401,2017-11-27,2017,11,27,2
96,100,4182583,1258177,pv,1511750991,2017-11-27,2017,11,27,3
97,100,2337874,1194311,pv,1511751022,2017-11-27,2017,11,27,3
98,100,3658601,2342116,pv,1511757958,2017-11-27,2017,11,27,5
99,100,5153036,2342116,pv,1511758581,2017-11-27,2017,11,27,5
100,100,598929,2429887,buy,1511759458,2017-11-27,2017,11,27,6
101,100,3245421,2881542,pv,1511759664,2017-11-27,2017,11,27,6
102,100,598929,2429887,pv,1511765548,2017-11-27,2017,11,27,7
103,100,2971043,4869428,pv,1511765568,2017-11-27,2017,11,27,7
104,100,4661590,3425094,pv,1511765639,2017-11-27,2017,11,27,7
105,100,4902636,3425094,pv,1511765659,2017-11-27,2017,11,27,7
106,100,1046201,3002561,pv,1511765687,2017-11-27,2017,11,27,7
107,100,3687011,223690,pv,1511765918,2017-11-27,2017,11,27,7
108,100,2677866,3624696,pv,1511766122,2017-11-27,2017,11,27,8
109,100,4492008,4482016,pv,1511766135,2017-11-27,2017,11,27,8
110,100,2690154,2293367,pv,1511766238,2017-11-27,2017,11,27,8
111,100,4341929,2293367,fav,1511766408,2017-11-27,2017,11,27,8
112,100,4863356,2293367,pv,1511766426,2017-11-27,2017,11,27,8
113,100,4244099,2293367,pv,1511766434,2017-11-27,2017,11,27,8
114,100,562760,2293367,pv,1511766436,2017-11-27,2017,11,27,8
115,100,4863356,2293367,pv,1511766455,2017-11-27,2017,11,27,8
116,100,1640913,2293367,pv,1511766462,2017-11-27,2017,11,27,8
117,100,2206711,2293367,pv,1511766473,2017-11-27,2017,11,27,8
118,100,3895389,2293367,pv,1511766505,2017-11-27,2017,11,27,8
119,100,1046201,3002561,buy,1511767298,2017-11-27,2017,11,27,8
120,100,2434962,3897386,pv,1511768604,2017-11-27,2017,11,27,8
121,100,3245421,2881542,pv,1511771412,2017-11-27,2017,11,27,9
122,100,2434962,3897386,pv,1511773049,2017-11-27,2017,11,27,9
123,100,3629289,2881542,pv,1511774038,2017-11-27,2017,11,27,10
124,100,4075065,2881542,pv,1511774179,2017-11-27,2017,11,27,10
125,100,1606258,4098232,buy,1511789940,2017-11-27,2017,11,27,14
126,100,4840649,1029459,buy,1511790130,2017-11-27,2017,11,27,14
127,100,2574432,4896062,pv,1511790389,2017-11-27,2017,11,27,14
128,100,251391,3738615,buy,1511790782,2017-11-27,2017,11,27,14
129,100,510936,1575622,pv,1511790915,2017-11-27,2017,11,27,14
130,100,251391,3738615,pv,1511790928,2017-11-27,2017,11,27,14
131,100,4840649,1029459,pv,1511790973,2017-11-27,2017,11,27,14
132,100,3245421,2881542,pv,1511823877,2017-11-28,2017,11,28,0
133,100,4075065,2881542,pv,1511823917,2017-11-28,2017,11,28,0
134,100,251391,3738615,pv,1511824489,2017-11-28,2017,11,28,0
135,100,1606258,4098232,pv,1511824712,2017-11-28,2017,11,28,0
136,100,4075065,2881542,buy,1511833877,2017-11-28,2017,11,28,2
137,100,4840649,1029459,pv,1511868574,2017-11-28,2017,11,28,12
138,100,251391,3738615,pv,1511868672,2017-11-28,2017,11,28,12
139,100,4075065,2881542,pv,1511868722,2017-11-28,2017,11,28,12
140,100,1606258,4098232,pv,1511868772,2017-11-28,2017,11,28,12
141,100,1046201,3002561,pv,1511868784,2017-11-28,2017,11,28,12
142,100,251391,3738615,pv,1511929658,2017-11-29,2017,11,29,5
143,100,4840649,1029459,pv,1511929671,2017-11-29,2017,11,29,5
144,100,1606258,4098232,pv,1511929678,2017-11-29,2017,11,29,5
153,1000,1385281,2352202,pv,1511541853,2017-11-24,2017,11,24,17
154,1000,5120034,1051370,cart,1511542034,2017-11-24,2017,11,24,17
155,1000,1953489,238434,pv,1511543045,2017-11-24,2017,11,24,18
156,1000,408860,551706,pv,1511543246,2017-11-24,2017,11,24,18
157,1000,4590199,4338287,pv,1511543742,2017-11-24,2017,11,24,18
158,1000,1976168,4338287,pv,1511543773,2017-11-24,2017,11,24,18
159,1000,4590199,4338287,pv,1511543777,2017-11-24,2017,11,24,18
160,1000,3722942,1051370,pv,1511570091,2017-11-25,2017,11,25,1
161,1000,3059682,2440115,pv,1511571595,2017-11-25,2017,11,25,1
162,1000,4774231,1312642,pv,1511571599,2017-11-25,2017,11,25,1
163,1000,2599546,3995452,fav,1511571647,2017-11-25,2017,11,25,2
164,1000,1501998,4382196,pv,1511656892,2017-11-26,2017,11,26,1
165,1000,2593031,1029459,pv,1511657118,2017-11-26,2017,11,26,1
166,1000,1797452,3624696,fav,1511657192,2017-11-26,2017,11,26,1
167,1000,3869395,1349561,pv,1511657410,2017-11-26,2017,11,26,1
168,1000,3302343,2342116,pv,1511657664,2017-11-26,2017,11,26,1
169,1000,5120034,1051370,pv,1511744280,2017-11-27,2017,11,27,1
170,1000,1186274,2939262,fav,1511744330,2017-11-27,2017,11,27,1
171,1000,4417931,4558987,pv,1511744491,2017-11-27,2017,11,27,2
172,1000,4769300,2430608,pv,1511745166,2017-11-27,2017,11,27,2
173,1000,2956844,2419959,fav,1511865506,2017-11-28,2017,11,28,11
174,1000,544269,2419959,pv,1511865555,2017-11-28,2017,11,28,11
175,1000,2956844,2419959,pv,1511865567,2017-11-28,2017,11,28,11
176,1000,4402665,1789614,pv,1511865925,2017-11-28,2017,11,28,11
177,1000,3011372,1349561,pv,1511865958,2017-11-28,2017,11,28,11
178,1000,4487355,1653613,fav,1511866709,2017-11-28,2017,11,28,11
179,1000,4185482,1653613,pv,1511874610,2017-11-28,2017,11,28,14
180,1000,2594546,1851156,pv,1511932926,2017-11-29,2017,11,29,6
181,1000,3255674,2440115,pv,1511933559,2017-11-29,2017,11,29,6
182,1000,2153891,1051370,pv,1511935123,2017-11-29,2017,11,29,6
183,1000,1925478,171529,pv,1511944345,2017-11-29,2017,11,29,9
184,1000,4793529,238434,pv,1511967232,2017-11-29,2017,11,29,15
185,1000,4827739,1051370,fav,1511972085,2017-11-29,2017,11,29,17
186,1000,843246,1879194,cart,1511972134,2017-11-29,2017,11,29,17
187,1000,848341,5071267,pv,1511972325,2017-11-29,2017,11,29,17
188,1000,203347,1851156,pv,1511974144,2017-11-29,2017,11,29,17
189,1000,4950759,411153,pv,1512039862,2017-11-30,2017,11,30,12
190,1000,2033067,3579754,pv,1512040022,2017-11-30,2017,11,30,12
191,1000,1822774,3579754,pv,1512040382,2017-11-30,2017,11,30,12
192,1000,543879,3579754,pv,1512040450,2017-11-30,2017,11,30,12
193,1000,462579,3579754,pv,1512040470,2017-11-30,2017,11,30,12
194,1000,1822774,3579754,pv,1512040518,2017-11-30,2017,11,30,12
195,1000,4720367,3579754,pv,1512041216,2017-11-30,2017,11,30,12
196,1000,1520357,3579754,pv,1512041447,2017-11-30,2017,11,30,12
197,1000,1373387,1202097,pv,1512041462,2017-11-30,2017,11,30,12
198,1000,1109842,3579754,pv,1512041625,2017-11-30,2017,11,30,12
199,1000,2196555,2430608,pv,1512042012,2017-11-30,2017,11,30,12
200,1000,4240134,2939262,pv,1512042734,2017-11-30,2017,11,30,12
201,1000,1907674,1851156,pv,1512042775,2017-11-30,2017,11,30,12
202,1000,1922292,4993094,fav,1512042934,2017-11-30,2017,11,30,12
203,1000,2033067,3579754,pv,1512043285,2017-11-30,2017,11,30,13
204,1000,4778761,2982027,pv,1512043597,2017-11-30,2017,11,30,13
205,1000,2663756,1299190,pv,1512043850,2017-11-30,2017,11,30,13
206,1000,4064135,1299190,fav,1512043880,2017-11-30,2017,11,30,13
207,1000,2663756,1299190,pv,1512043956,2017-11-30,2017,11,30,13
208,1000,620939,2352202,pv,1512043971,2017-11-30,2017,11,30,13
209,1000,2339773,1851156,pv,1512044079,2017-11-30,2017,11,30,13
210,1000,4444531,1851156,pv,1512044242,2017-11-30,2017,11,30,13
211,1000,694225,807138,pv,1512044563,2017-11-30,2017,11,30,13
234,1000001,1649625,4145813,pv,1511800929,2017-11-27,2017,11,27,17
235,1000001,250452,4145813,pv,1511802582,2017-11-27,2017,11,27,18
236,1000001,1649625,4145813,pv,1511802711,2017-11-27,2017,11,27,18
237,1000001,3093290,4145813,pv,1511837788,2017-11-28,2017,11,28,3
238,1000001,4343896,4756105,pv,1511881700,2017-11-28,2017,11,28,16
239,1000001,3132168,154040,pv,1511881851,2017-11-28,2017,11,28,16
240,1000001,1582853,4173315,pv,1511881921,2017-11-28,2017,11,28,16
241,1000001,4567929,154040,pv,1511881980,2017-11-28,2017,11,28,16
242,1000001,2895228,154040,pv,1511882067,2017-11-28,2017,11,28,16
243,1000001,823063,154040,pv,1511882139,2017-11-28,2017,11,28,16
244,1000001,2999487,1973012,pv,1511924532,2017-11-29,2017,11,29,4
245,1000001,1339050,4145813,pv,1511964945,2017-11-29,2017,11,29,15
246,1000001,4636765,3004853,pv,1511965566,2017-11-29,2017,11,29,15
247,1000001,2428634,3004853,pv,1511965748,2017-11-29,2017,11,29,15
248,1000001,4636765,3004853,pv,1511965786,2017-11-29,2017,11,29,15
249,1000001,1112446,3004853,pv,1511965811,2017-11-29,2017,11,29,15
250,1000001,1678636,154040,pv,1511966514,2017-11-29,2017,11,29,15
251,1000001,1546182,154040,pv,1511966625,2017-11-29,2017,11,29,15
252,1000001,4636765,3004853,pv,1512018256,2017-11-30,2017,11,30,6
253,1000001,2527684,3004853,pv,1512018272,2017-11-30,2017,11,30,6
254,1000001,1649625,4145813,pv,1512051293,2017-11-30,2017,11,30,15
255,1000001,1542066,2926020,pv,1512052936,2017-11-30,2017,11,30,15
269,1000004,2156592,3607361,pv,1511539241,2017-11-24,2017,11,24,17
270,1000004,1591982,672001,pv,1511539333,2017-11-24,2017,11,24,17
271,1000004,3854178,4181361,pv,1511571789,2017-11-25,2017,11,25,2
272,1000004,3999536,4756105,cart,1511571820,2017-11-25,2017,11,25,2
273,1000004,4426549,672001,pv,1511571838,2017-11-25,2017,11,25,2
274,1000004,1591982,672001,pv,1511571841,2017-11-25,2017,11,25,2
275,1000004,864562,4261392,pv,1511624303,2017-11-25,2017,11,25,16
276,1000004,2980887,3607361,cart,1511669671,2017-11-26,2017,11,26,5
277,1000004,4324270,3607361,pv,1511669729,2017-11-26,2017,11,26,5
278,1000004,2942146,3381933,pv,1511669739,2017-11-26,2017,11,26,5
279,1000004,4839543,982926,pv,1511669751,2017-11-26,2017,11,26,5
280,1000004,1133834,982926,pv,1511669775,2017-11-26,2017,11,26,5
281,1000004,4839543,982926,pv,1511669784,2017-11-26,2017,11,26,5
282,1000004,59883,4818107,pv,1511669796,2017-11-26,2017,11,26,5
283,1000004,4317893,1117956,pv,1511669818,2017-11-26,2017,11,26,5
284,1000004,950087,982926,pv,1511669828,2017-11-26,2017,11,26,5
285,1000004,4093990,3607361,pv,1511672939,2017-11-26,2017,11,26,6
286,1000004,522765,3607361,pv,1511672951,2017-11-26,2017,11,26,6
287,1000004,4763968,2355072,pv,1511672973,2017-11-26,2017,11,26,6
288,1000004,4093990,3607361,pv,1511672981,2017-11-26,2017,11,26,6
289,1000004,955594,1320293,pv,1511703217,2017-11-26,2017,11,26,14
290,1000004,2473596,4756105,pv,1511703252,2017-11-26,2017,11,26,14
291,1000004,2998425,1080785,pv,1511703261,2017-11-26,2017,11,26,14
292,1000004,1226070,1080785,pv,1511703277,2017-11-26,2017,11,26,14
293,1000004,2053091,1080785,pv,1511703391,2017-11-26,2017,11,26,14
294,1000004,4763968,2355072,pv,1511703434,2017-11-26,2017,11,26,14
295,1000004,1956224,4801426,pv,1511703443,2017-11-26,2017,11,26,14
296,1000004,40945,4756105,pv,1511703467,2017-11-26,2017,11,26,14
297,1000004,4192217,3607361,pv,1511703639,2017-11-26,2017,11,26,14
298,1000004,4823342,4173315,pv,1511703672,2017-11-26,2017,11,26,14
299,1000004,105055,1080785,pv,1511704082,2017-11-26,2017,11,26,14
300,1000004,162597,2355072,pv,1511704152,2017-11-26,2017,11,26,14
301,1000004,5028560,4173315,pv,1511704161,2017-11-26,2017,11,26,14
302,1000004,2526169,2355072,pv,1511704173,2017-11-26,2017,11,26,14
303,1000004,925404,3002561,pv,1511704194,2017-11-26,2017,11,26,14
304,1000004,1591982,672001,pv,1511707145,2017-11-26,2017,11,26,15
305,1000004,3693424,672001,pv,1511707152,2017-11-26,2017,11,26,15
306,1000004,3999536,4756105,pv,1511712361,2017-11-26,2017,11,26,17
307,1000004,1839512,1320293,pv,1511785444,2017-11-27,2017,11,27,13
308,1000004,4686539,149192,pv,1511785453,2017-11-27,2017,11,27,13
309,1000004,1839512,1320293,pv,1511785456,2017-11-27,2017,11,27,13
310,1000004,2765156,4112095,pv,1511965009,2017-11-29,2017,11,29,15
311,1000004,522765,3607361,pv,1511966013,2017-11-29,2017,11,29,15
312,1000004,2980887,3607361,pv,1511966037,2017-11-29,2017,11,29,15
313,1000004,1228106,4801426,pv,1511966082,2017-11-29,2017,11,29,15
314,1000004,4324270,3607361,pv,1511966092,2017-11-29,2017,11,29,15
315,1000004,5125742,3607361,pv,1511966096,2017-11-29,2017,11,29,15
316,1000004,571666,4756105,pv,1511966112,2017-11-29,2017,11,29,15
317,1000004,1975544,2355072,pv,1511966126,2017-11-29,2017,11,29,15
318,1000004,4324270,3607361,pv,1511966135,2017-11-29,2017,11,29,15
319,1000004,1757180,3607361,pv,1511966181,2017-11-29,2017,11,29,15
320,1000004,899145,3607361,pv,1511966192,2017-11-29,2017,11,29,15
321,1000004,2111992,1080785,pv,1511966212,2017-11-29,2017,11,29,15
322,1000004,1317750,1080785,cart,1511966265,2017-11-29,2017,11,29,15
323,1000004,4457235,1080785,pv,1511966306,2017-11-29,2017,11,29,15
324,1000004,1317750,1080785,pv,1511966317,2017-11-29,2017,11,29,15
325,1000004,1080797,3607361,pv,1511966390,2017-11-29,2017,11,29,15
326,1000004,479737,2355072,pv,1511966417,2017-11-29,2017,11,29,15
327,1000004,1863103,2355072,pv,1511966424,2017-11-29,2017,11,29,15
328,1000004,4363399,2355072,pv,1511966491,2017-11-29,2017,11,29,15
329,1000004,3417098,2355072,pv,1511966504,2017-11-29,2017,11,29,15
330,1000004,1757180,3607361,pv,1511966528,2017-11-29,2017,11,29,15
331,1000004,3235373,2355072,pv,1511966582,2017-11-29,2017,11,29,15
332,1000004,955501,149192,pv,1511966621,2017-11-29,2017,11,29,15
333,1000004,996928,2520377,pv,1511966627,2017-11-29,2017,11,29,15
334,1000004,4322536,4801426,pv,1511966636,2017-11-29,2017,11,29,15
335,1000004,955501,149192,pv,1511966656,2017-11-29,2017,11,29,15
336,1000004,3525158,737184,pv,1511966667,2017-11-29,2017,11,29,15
337,1000004,4823342,4173315,pv,1511966674,2017-11-29,2017,11,29,15
338,1000004,3525158,737184,pv,1511966686,2017-11-29,2017,11,29,15
339,1000004,955594,1320293,pv,1511966711,2017-11-29,2017,11,29,15
340,1000004,2187324,149192,pv,1511966731,2017-11-29,2017,11,29,15
341,1000004,2072281,1320293,pv,1511966748,2017-11-29,2017,11,29,15
342,1000004,2187324,149192,pv,1511966765,2017-11-29,2017,11,29,15
343,1000004,1317750,1080785,pv,1511966797,2017-11-29,2017,11,29,15
344,1000004,40945,4756105,pv,1511966884,2017-11-29,2017,11,29,15
345,1000004,3999536,4756105,pv,1511966891,2017-11-29,2017,11,29,15
346,1000004,4948650,982926,pv,1511967014,2017-11-29,2017,11,29,15
347,1000004,2750431,149192,pv,1511967048,2017-11-29,2017,11,29,15
348,1000004,3950842,4756105,pv,1511967069,2017-11-29,2017,11,29,15
349,1000004,1047994,2355072,pv,1511967078,2017-11-29,2017,11,29,15
350,1000004,2086446,1080785,pv,1511967088,2017-11-29,2017,11,29,15
351,1000004,2053091,1080785,pv,1511967125,2017-11-29,2017,11,29,15
352,1000004,155433,1320293,pv,1511967143,2017-11-29,2017,11,29,15
353,1000004,3404302,4756105,pv,1511967227,2017-11-29,2017,11,29,15
354,1000004,2104182,3459125,pv,1511967326,2017-11-29,2017,11,29,15
355,1000004,372559,4462359,pv,1511967411,2017-11-29,2017,11,29,15
356,1000004,2623735,2806049,pv,1511967459,2017-11-29,2017,11,29,15
357,1000004,5150592,672001,pv,1511967532,2017-11-29,2017,11,29,15
358,1000004,1591982,672001,pv,1511967538,2017-11-29,2017,11,29,15
359,1000004,1709587,672001,pv,1511967609,2017-11-29,2017,11,29,16
360,1000004,1928635,4181361,pv,1511967787,2017-11-29,2017,11,29,16
361,1000004,5064213,2355072,pv,1511967853,2017-11-29,2017,11,29,16
362,1000004,797408,672001,pv,1511967979,2017-11-29,2017,11,29,16
363,1000004,1317750,1080785,pv,1512057756,2017-11-30,2017,11,30,17
364,1000004,5098344,3607361,pv,1512057851,2017-11-30,2017,11,30,17
365,1000004,3600228,3607361,pv,1512057971,2017-11-30,2017,11,30,17
366,1000004,2053091,1080785,pv,1512058072,2017-11-30,2017,11,30,17
367,1000004,3854178,4181361,pv,1512058227,2017-11-30,2017,11,30,17
368,1000004,1093023,4756105,pv,1512058507,2017-11-30,2017,11,30,17
398,1000011,3991727,3108044,buy,1511572004,2017-11-25,2017,11,25,2
399,1000011,1882842,590997,pv,1511572034,2017-11-25,2017,11,25,2
400,1000011,387414,590997,pv,1511572077,2017-11-25,2017,11,25,2
401,1000011,1345921,2578647,pv,1511572164,2017-11-25,2017,11,25,2
402,1000011,3450365,4339722,pv,1511574950,2017-11-25,2017,11,25,2
403,1000011,4683193,2578647,pv,1511575080,2017-11-25,2017,11,25,2
404,1000011,3993081,4827537,pv,1511576866,2017-11-25,2017,11,25,3
405,1000011,1345921,2578647,pv,1511578737,2017-11-25,2017,11,25,3
406,1000011,1386216,2578647,pv,1511581182,2017-11-25,2017,11,25,4
407,1000011,1345921,2578647,pv,1511581197,2017-11-25,2017,11,25,4
408,1000011,106742,4339722,pv,1511581221,2017-11-25,2017,11,25,4
409,1000011,1345921,2578647,pv,1511581226,2017-11-25,2017,11,25,4
410,1000011,106154,4339722,pv,1511581267,2017-11-25,2017,11,25,4
411,1000011,1345921,2578647,pv,1511581270,2017-11-25,2017,11,25,4
412,1000011,3968124,2578647,pv,1511581318,2017-11-25,2017,11,25,4
413,1000011,4023750,4339722,pv,1511581403,2017-11-25,2017,11,25,4
414,1000011,3901073,4339722,pv,1511581419,2017-11-25,2017,11,25,4
415,1000011,106742,4339722,pv,1511581582,2017-11-25,2017,11,25,4
416,1000011,841993,3108044,pv,1511581707,2017-11-25,2017,11,25,4
417,1000011,106742,4339722,fav,1511582771,2017-11-25,2017,11,25,5
418,1000011,1345921,2578647,pv,1511582982,2017-11-25,2017,11,25,5
419,1000011,106742,4339722,pv,1511587279,2017-11-25,2017,11,25,6
420,1000011,3991727,3108044,pv,1511589106,2017-11-25,2017,11,25,6
421,1000011,4712342,359388,pv,1511589336,2017-11-25,2017,11,25,6
422,1000011,4320095,1397912,pv,1511589478,2017-11-25,2017,11,25,6
423,1000011,3738566,1792277,pv,1511589484,2017-11-25,2017,11,25,6
424,1000011,3993081,4827537,pv,1511597648,2017-11-25,2017,11,25,9
425,1000011,387414,590997,fav,1511603057,2017-11-25,2017,11,25,10
426,1000011,1686875,590997,pv,1511603076,2017-11-25,2017,11,25,10
427,1000011,404297,2578647,pv,1511603167,2017-11-25,2017,11,25,10
428,1000011,387414,590997,pv,1511603205,2017-11-25,2017,11,25,10
429,1000011,404297,2578647,fav,1511603262,2017-11-25,2017,11,25,10
430,1000011,387414,590997,pv,1511603264,2017-11-25,2017,11,25,10
431,1000011,3581811,590997,pv,1511603267,2017-11-25,2017,11,25,10
432,1000011,106742,4339722,pv,1511603281,2017-11-25,2017,11,25,10
433,1000011,404297,2578647,pv,1511603336,2017-11-25,2017,11,25,10
434,1000011,106742,4339722,pv,1511603725,2017-11-25,2017,11,25,10
435,1000011,404297,2578647,pv,1511603752,2017-11-25,2017,11,25,10
436,1000011,106742,4339722,pv,1511603878,2017-11-25,2017,11,25,10
437,1000011,404297,2578647,buy,1511603941,2017-11-25,2017,11,25,10
438,1000011,4802280,4827537,pv,1511603988,2017-11-25,2017,11,25,10
439,1000011,1705898,4827537,pv,1511604021,2017-11-25,2017,11,25,11
440,1000011,3993081,4827537,pv,1511604034,2017-11-25,2017,11,25,11
441,1000011,404297,2578647,pv,1511652741,2017-11-26,2017,11,26,0
442,1000011,2063292,1595193,pv,1511652790,2017-11-26,2017,11,26,0
443,1000011,3993081,4827537,pv,1511655595,2017-11-26,2017,11,26,1
444,1000011,1686875,590997,pv,1511660922,2017-11-26,2017,11,26,2
445,1000011,3531412,590997,pv,1511660973,2017-11-26,2017,11,26,2
446,1000011,293346,1595193,pv,1511661025,2017-11-26,2017,11,26,2
447,1000011,3993081,4827537,pv,1511663367,2017-11-26,2017,11,26,3
448,1000011,1705898,4827537,pv,1511663382,2017-11-26,2017,11,26,3
449,1000011,404297,2578647,pv,1511668803,2017-11-26,2017,11,26,5
450,1000011,2269790,2096639,pv,1511679182,2017-11-26,2017,11,26,7
451,1000011,730324,2096639,pv,1511679244,2017-11-26,2017,11,26,7
452,1000011,1866283,2096639,pv,1511679276,2017-11-26,2017,11,26,7
453,1000011,3978773,2096639,pv,1511679301,2017-11-26,2017,11,26,7
454,1000011,237076,1516409,pv,1511683652,2017-11-26,2017,11,26,9
455,1000011,293346,1595193,pv,1511683833,2017-11-26,2017,11,26,9
456,1000011,3991727,3108044,pv,1511683928,2017-11-26,2017,11,26,9
457,1000011,404297,2578647,pv,1511685053,2017-11-26,2017,11,26,9
458,1000011,106742,4339722,pv,1511685101,2017-11-26,2017,11,26,9
459,1000011,404297,2578647,pv,1511685125,2017-11-26,2017,11,26,9
460,1000011,293346,1595193,pv,1511699314,2017-11-26,2017,11,26,13
461,1000011,4802280,4827537,pv,1511740383,2017-11-27,2017,11,27,0
462,1000011,404297,2578647,pv,1511772680,2017-11-27,2017,11,27,9
463,1000011,1562898,154040,pv,1511772760,2017-11-27,2017,11,27,9
464,1000011,514051,154040,pv,1511772768,2017-11-27,2017,11,27,9
465,1000011,1684440,2735466,pv,1511778467,2017-11-27,2017,11,27,11
